flight_id,precipitation,wind,dep_delay
BA8597-598412,Dry,Calm,4
U26417-531117,Dry,Calm,1
BA4123-135130,Light,Breezy,3
EI4671-030340,Moderate,Breezy,6
BA8786-721714,Dry,Calm,0
BA7157-910292,Dry,Calm,32
U23591-797584,Dry,Windy,3
FR3956-085649,Light,Breezy,4
EI8941-123920,Dry,Breezy,2
FR5526-448862,Dry,Windy,10
U25767-371491,Dry,VeryWindy,12
BA0703-828044,Dry,Breezy,5
U29325-467566,Dry,Calm,9
FR4694-998963,Dry,Breezy,6
FR243-826839,Dry,Breezy,3
BA1826-029346,Light,Breezy,1
U21106-254375,Dry,Breezy,10
BA8682-789564,Moderate,Windy,25
FR7787-508521,Light,Breezy,15
U27042-131945,Heavy,Windy,29
U24473-430146,Light,Breezy,4
BA9888-004270,Light,Windy,2
EI7103-205923,Dry,VeryWindy,0
U25791-579230,Dry,Windy,3
EI8023-565834,Moderate,Calm,10
U20861-830817,Heavy,Breezy,3
EI906-124884,Dry,Breezy,7
U21277-736961,Dry,Calm,6
EI1208-497704,Dry,Calm,2
FR834-806749,Light,Windy,2
FR5474-086765,Dry,Windy,7
U24678-952467,Dry,Calm,0
FR9400-726353,Dry,Breezy,0
BA9455-225982,Dry,Windy,0
EI3027-260155,Moderate,Windy,8
FR4289-892629,Moderate,Calm,19
EI805-319243,Light,Breezy,0
EI2454-290321,Light,Calm,26
EI9868-658177,Dry,Breezy,5
BA8442-442332,Dry,Breezy,0
EI4387-558921,Light,Breezy,0
BA7617-425822,Moderate,Windy,29
FR5612-682987,Dry,Windy,9
U27575-167700,Dry,Windy,5
BA0167-074592,Light,Calm,1
BA5655-411401,Dry,Breezy,4
BA1556-865592,Dry,Calm,42
EI4010-533371,Dry,Windy,1
FR4957-736355,Light,Calm,1
FR9264-327811,Dry,Calm,0
FR9001-151936,Light,Windy,2
EI5267-243334,Moderate,Windy,0
U27079-283430,Light,Breezy,5
EI3235-666964,Dry,Breezy,3
BA2663-339627,Light,Calm,8
FR4443-322058,Light,VeryWindy,3
U28144-334104,Light,Windy,7
U2777-440787,Light,Breezy,5
BA3288-905993,Dry,VeryWindy,3
FR7549-947420,Light,Calm,2
U20376-528171,Dry,Breezy,1
BA3338-601953,Dry,Calm,8
U22133-879726,Dry,Calm,4
EI1388-351963,Light,Breezy,8
BA917-672809,Dry,Breezy,6
BA8805-883599,Light,Breezy,17
BA6499-203085,Dry,Windy,1
EI3260-227448,Moderate,Windy,3
FR6184-426115,Dry,Breezy,2
U2349-156151,Light,Breezy,24
BA1919-649392,Dry,Windy,8
BA2560-436783,Light,Breezy,0
FR1670-873272,Light,Calm,21
FR3090-999921,Moderate,Breezy,6
U25669-993664,Dry,Breezy,1
U25890-206893,Dry,Calm,4
U21369-681224,Dry,Calm,7
EI4122-972823,Light,Calm,0
EI5053-639217,Dry,Breezy,0
BA7756-217359,Light,Calm,9
BA9441-669650,Dry,VeryWindy,9
EI1930-742278,Dry,Windy,0
EI0361-544884,Dry,Windy,0
FR9620-894078,Moderate,Windy,34
EI4183-875474,Heavy,Breezy,4
BA109-800836,Dry,Breezy,0
BA5197-683418,Moderate,Calm,2
BA4600-311904,Light,Breezy,0
BA0679-405375,Light,Windy,7
FR0801-319960,Light,Breezy,43
EI3842-795879,Dry,VeryWindy,2
BA1486-730836,Moderate,Calm,0
FR4087-466056,Dry,Breezy,8
EI7728-093151,Heavy,Breezy,2
BA3745-263136,Dry,Breezy,20
U23355-967766,Light,Calm,0
EI2595-656605,Dry,Calm,5
FR8225-567904,Dry,Windy,1
FR2915-258328,Dry,Breezy,10
EI6363-732729,Dry,Windy,0
FR2500-283959,Light,Calm,0
BA2352-606200,Moderate,Calm,3
BA0786-912394,Light,Breezy,1
U23805-277802,Light,Windy,6
FR4921-495832,Light,Breezy,0
EI6556-054531,Dry,Windy,3
BA4832-998153,Dry,Calm,4
FR9433-375741,Dry,Calm,9
EI1551-636844,Dry,Breezy,5
BA9442-848486,Light,Windy,1
FR1901-697635,Light,Breezy,23
BA1730-766810,Dry,Calm,0
EI1394-783835,Dry,Calm,6
U27132-103291,Dry,Breezy,0
BA4228-669172,Dry,Calm,8
FR5305-834330,Heavy,Calm,0
FR3166-277114,Dry,VeryWindy,7
FR2322-057135,Dry,Breezy,2
U24031-183708,Light,Breezy,39
FR8702-240184,Dry,VeryWindy,45
FR1449-031346,Light,Breezy,31
U23706-657698,Dry,Breezy,4
BA3216-107326,Moderate,VeryWindy,2
EI9318-590862,Dry,Breezy,0
FR2153-664568,Dry,Calm,35
U28203-374651,Dry,Calm,5
U21701-260514,Light,Calm,25
BA7688-873601,Light,Calm,0
EI2390-173652,Dry,Windy,8
U26140-503026,Dry,Windy,13
U22223-875948,Dry,Calm,3
FR3275-373046,Light,Windy,8
FR5260-690880,Dry,Calm,5
EI6746-082707,Heavy,Calm,5
BA9180-427497,Dry,Breezy,5
U20571-522763,Moderate,Breezy,4
U25278-863119,Dry,Breezy,13
BA5871-283179,Moderate,Breezy,7
U27106-172531,Dry,Windy,0
U23637-765056,Moderate,Windy,0
FR0334-253548,Dry,Breezy,7
U26902-607338,Moderate,Breezy,0
EI9504-373480,Light,Breezy,3
FR6965-135294,Dry,Calm,30
EI8926-292734,Moderate,Calm,7
U25778-806902,Dry,Windy,3
FR5706-650221,Dry,VeryWindy,3
BA6010-222429,Heavy,Breezy,0
FR1641-667883,Light,Breezy,5
EI822-413423,Light,Breezy,0
EI8396-620909,Dry,Calm,3
U27038-852836,Dry,Calm,5
FR6662-386154,Moderate,Calm,8
FR2650-850261,Dry,Calm,0
FR4737-430514,Dry,Windy,25
BA4473-476924,Moderate,Windy,5
FR442-558457,Dry,Windy,25
EI624-442574,Moderate,Calm,21
EI7748-574556,Light,VeryWindy,3
U25036-896205,Dry,Breezy,3
BA5788-597874,Dry,VeryWindy,26
EI5671-700032,Light,Calm,7
EI7579-383707,Dry,Breezy,1
FR2105-629379,Dry,Breezy,0
FR4275-548045,Light,Breezy,2
EI0648-403799,Moderate,Calm,6
BA7196-250498,Moderate,Breezy,4
EI2729-085717,Light,Windy,9
EI7203-542001,Dry,Windy,36
U22321-098473,Dry,Windy,0
BA882-471698,Dry,Windy,0
EI8337-229431,Dry,Breezy,3
EI131-384599,Dry,Breezy,1
FR1657-264971,Dry,Calm,1
EI1067-271854,Light,Windy,0
U23793-197160,Light,Windy,29
FR8476-030681,Dry,Windy,0
EI3777-852470,Dry,Breezy,1
EI2153-359517,Light,Calm,0
EI2049-874111,Moderate,Calm,29
BA4702-100710,Dry,Breezy,6
FR2396-717666,Light,Calm,2
EI6198-780009,Light,VeryWindy,0
FR2561-835886,Dry,Breezy,3
BA8277-556193,Dry,Calm,10
U28166-390168,Dry,Calm,3
U22750-313614,Dry,VeryWindy,28
U2936-570487,Moderate,Calm,1
U20879-909899,Dry,Breezy,0
EI4663-571389,Dry,Breezy,5
U2931-067282,Dry,Windy,6
EI3108-886654,Light,Windy,6
U26067-971120,Dry,Windy,28
BA9278-097532,Dry,Calm,10
U28974-997735,Dry,Breezy,0
FR4044-186418,Dry,Calm,0
EI1926-263162,Light,Breezy,1
EI6044-799396,Light,Windy,9
BA9464-737785,Light,VeryWindy,1
FR1959-779886,Dry,Calm,2
FR8177-499987,Heavy,Breezy,15
U28751-398021,Light,Breezy,8
BA8740-676694,Heavy,VeryWindy,6
EI8866-993729,Dry,Windy,0
BA8370-116800,Light,Breezy,0
BA9088-115632,Dry,Calm,0
EI9956-596766,Dry,Windy,25
BA4180-661194,Dry,Calm,0
U26717-868221,Dry,VeryWindy,1
BA9024-304041,Light,Breezy,2
FR5097-802104,Dry,Windy,0
EI3350-262767,Moderate,Calm,1
EI9352-086920,Dry,Windy,0
U2909-962493,Dry,Breezy,1
BA1342-041122,Dry,Windy,13
U20401-484944,Dry,Windy,7
EI8320-423124,Moderate,Breezy,22
FR1939-901126,Light,Windy,0
U29850-367755,Dry,Breezy,9
U27434-656650,Dry,Calm,3
FR3146-981224,Dry,Windy,1
EI2460-419429,Light,Calm,13
U25871-320177,Light,Breezy,3
EI2329-162403,Dry,Calm,8
U21202-984556,Dry,Breezy,1
EI5814-531752,Dry,VeryWindy,2
FR7296-457019,Moderate,Windy,45
BA7017-409826,Dry,Calm,7
BA1721-415707,Dry,Breezy,8
BA4316-734850,Dry,VeryWindy,7
U22941-028691,Moderate,Breezy,0
BA4096-711744,Dry,Calm,0
BA7576-405070,Moderate,VeryWindy,0
EI3986-876481,Dry,Windy,19
U21291-022392,Dry,Calm,0
BA7081-254726,Dry,Breezy,6
U25691-908586,Light,Calm,5
EI7429-295614,Dry,Windy,0
U27836-573184,Dry,Windy,20
U29768-122503,Dry,Windy,34
EI2028-736440,Moderate,Calm,16
FR7508-606282,Light,Calm,6
FR8362-671461,Dry,Windy,3
U28149-355691,Light,Windy,21
U24989-093203,Dry,Breezy,6
EI9561-691070,Dry,Calm,0
U28018-039425,Dry,Windy,0
BA6491-617528,Dry,Calm,7
BA9744-627728,Dry,Windy,9
U26553-929944,Light,Windy,15
EI2476-435951,Dry,Calm,0
FR5129-605172,Dry,Calm,2
BA8335-486284,Dry,Breezy,3
U24255-554470,Dry,Breezy,1
FR8080-518243,Dry,Windy,28
U25284-201252,Dry,Breezy,27
U24398-728166,Light,Breezy,2
EI6241-521247,Moderate,Calm,10
U26255-499442,Dry,Windy,17
FR6993-566634,Dry,Windy,7
U23328-615783,Light,Windy,25
EI3807-768776,Light,Calm,9
FR4705-311949,Light,Windy,48
FR4398-808592,Moderate,VeryWindy,15
U26585-033138,Light,VeryWindy,28
BA3683-322399,Dry,Breezy,4
BA6165-119428,Dry,Breezy,2
BA4010-329908,Light,Calm,14
U24290-160970,Dry,Windy,0
FR6529-068014,Heavy,Windy,38
FR7503-436386,Light,VeryWindy,0
FR1870-835777,Dry,Calm,6
U22094-654674,Moderate,Breezy,3
FR8470-987899,Dry,Breezy,0
FR5422-891262,Light,Calm,2
BA9125-445879,Heavy,Breezy,3
BA5192-997015,Dry,Windy,5
BA3629-988755,Light,Calm,4
BA5207-649685,Dry,Breezy,3
BA521-791711,Light,Breezy,3
FR1440-380509,Light,VeryWindy,23
U26210-764040,Moderate,Windy,4
FR4688-496413,Dry,Calm,7
U22553-484152,Dry,Windy,4
BA6562-507814,Dry,Calm,6
FR4445-611465,Dry,Calm,26
EI9145-864364,Moderate,Calm,22
BA7902-886398,Light,Calm,4
FR8991-728516,Dry,Windy,0
FR2902-607032,Dry,Windy,5
BA3413-377734,Dry,Breezy,3
BA2863-549285,Dry,Windy,8
FR6374-179587,Moderate,Calm,2
U28566-126904,Light,Breezy,1
BA1045-078199,Dry,Windy,19
EI1175-495276,Dry,Breezy,9
U25220-178370,Light,Breezy,1
BA9600-887040,Light,Breezy,1
EI634-318662,Dry,Calm,0
FR8795-221685,Dry,Breezy,6
BA0075-687694,Moderate,Breezy,7
BA3944-343767,Dry,Breezy,12
U29134-426295,Dry,Calm,1
U28672-571540,Moderate,Breezy,5
U21025-144412,Dry,Breezy,0
BA8006-844009,Dry,VeryWindy,36
BA1380-264467,Dry,Breezy,3
U21883-149672,Moderate,Breezy,8
FR9801-467329,Light,Breezy,8
FR7293-826196,Moderate,Calm,2
FR3302-777891,Light,Windy,4
U22013-941371,Dry,Calm,3
BA9158-437276,Moderate,Breezy,5
FR8784-035995,Dry,Windy,35
U26203-653978,Moderate,Breezy,3
U29437-427188,Moderate,Breezy,0
FR5919-680812,Light,Calm,41
U21591-565463,Dry,Breezy,37
U21710-042216,Dry,Breezy,0
EI5421-075166,Dry,Breezy,4
FR5304-229624,Dry,Calm,2
FR8746-206641,Dry,Windy,4
FR8217-808436,Light,Breezy,0
FR4623-481752,Heavy,Breezy,35
U22876-686564,Light,VeryWindy,29
BA6065-228479,Dry,Windy,1
EI5686-047381,Dry,Calm,22
EI8976-152375,Dry,Breezy,13
U23678-166670,Light,Windy,0
U26639-696552,Moderate,Breezy,9
U23974-610019,Light,Breezy,0
U2229-110878,Dry,VeryWindy,29
BA4288-558175,Moderate,Calm,1
FR4302-613982,Light,Windy,8
U24949-365960,Dry,Breezy,0
BA4889-634936,Dry,Calm,13
U23986-585207,Moderate,Breezy,2
EI7058-267700,Dry,Windy,2
EI1052-280077,Dry,Calm,4
U21392-223292,Dry,Breezy,11
BA9396-090805,Dry,Windy,8
U21511-059220,Light,Breezy,0
BA5015-269718,Dry,Windy,8
BA1335-555364,Dry,Calm,4
BA2924-356105,Light,Breezy,2
BA4229-972910,Light,Breezy,25
BA0271-789272,Light,Breezy,6
BA4494-540347,Dry,VeryWindy,10
U21467-913431,Dry,Calm,6
BA0182-759168,Light,Calm,0
EI4019-603089,Dry,Calm,1
U25552-201115,Dry,Breezy,8
BA1332-450951,Dry,Breezy,1
U25180-233810,Light,Calm,28
BA6360-289750,Dry,VeryWindy,7
EI7814-325593,Light,Windy,10
EI3764-906834,Dry,Breezy,28
U25298-482855,Light,Windy,40
EI7764-620775,Dry,Breezy,2
BA6299-179979,Dry,Calm,3
BA7778-428322,Moderate,Breezy,1
BA6993-148411,Dry,Windy,2
BA9778-570445,Light,Calm,3
EI5920-834659,Dry,Breezy,4
FR8758-094260,Dry,Breezy,3
EI461-373459,Dry,Windy,9
EI4948-230899,Light,Windy,3
EI7213-118175,Dry,Calm,1
EI6374-582347,Dry,Calm,8
FR6956-157070,Light,Windy,35
BA4467-238802,Dry,Breezy,0
U27393-644334,Dry,Breezy,2
EI6618-668452,Dry,Windy,2
U20105-727186,Moderate,Breezy,7
FR7470-606115,Dry,Calm,0
FR0195-803125,Light,Breezy,11
EI4845-476912,Dry,Calm,4
FR3237-376977,Dry,Windy,3
U25493-672519,Light,Windy,5
EI5326-390347,Dry,Calm,3
EI8761-148953,Light,Breezy,8
EI3039-118162,Light,Windy,4
EI5371-489962,Dry,Windy,7
EI3007-535105,Moderate,Breezy,8
BA6688-915537,Dry,Calm,5
BA5670-746596,Dry,VeryWindy,11
U28058-504338,Heavy,Windy,0
U23052-322711,Dry,Windy,20
FR4247-454945,Moderate,Calm,26
BA5720-926373,Dry,Windy,2
FR3087-024549,Light,VeryWindy,26
EI7729-780075,Dry,Breezy,0
U24650-395061,Moderate,Calm,0
U28534-108708,Dry,Breezy,0
EI1087-292108,Dry,Calm,1
EI8895-108733,Dry,Breezy,8
FR1121-105896,Moderate,Breezy,5
U22389-972644,Dry,Breezy,34
BA727-428492,Light,Windy,0
EI0918-941618,Dry,Calm,9
BA4638-645502,Dry,Breezy,23
BA3228-245934,Light,Calm,8
FR8378-043416,Light,Calm,7
U25340-075907,Dry,Calm,4
EI1681-721031,Heavy,Breezy,24
U2786-766930,Dry,Calm,9
U28090-691576,Light,VeryWindy,41
U28336-905057,Dry,Windy,12
BA1938-883709,Moderate,Windy,23
FR4552-322407,Dry,Calm,0
U22712-303152,Dry,Breezy,7
FR6998-906571,Dry,Breezy,18
FR1047-436740,Light,VeryWindy,15
BA6080-007871,Light,Calm,6
U22575-778519,Dry,Breezy,24
FR6653-705002,Dry,Calm,1
EI4600-261841,Moderate,Breezy,9
FR6231-452620,Dry,Calm,4
U29483-904750,Dry,Calm,2
BA1355-230317,Moderate,Windy,9
BA8980-503247,Light,Calm,2
FR095-810316,Dry,Breezy,11
EI3661-336572,Dry,Breezy,0
EI4814-854937,Dry,Breezy,0
U25815-336682,Dry,Windy,40
FR8734-345534,Dry,Calm,0
BA1190-326872,Light,Windy,11
FR6611-956245,Moderate,Calm,3
EI6053-301217,Dry,Breezy,3
U28256-417680,Dry,Windy,0
BA5645-082282,Dry,Breezy,8
U23895-892241,Heavy,Breezy,15
U21578-185153,Dry,Breezy,43
U29396-801015,Heavy,Windy,38
FR9165-062910,Light,Breezy,1
EI9614-132421,Dry,Calm,2
U25240-256820,Heavy,Breezy,40
FR057-140169,Dry,VeryWindy,2
FR8413-941854,Moderate,Calm,37
BA5805-294677,Light,Calm,6
BA1195-740310,Dry,Breezy,0
U25445-287564,Dry,Breezy,5
U2617-732285,Dry,Calm,1
FR5422-896952,Dry,VeryWindy,0
EI6021-116329,Light,Breezy,0
BA6839-700599,Light,Calm,21
FR2168-645147,Light,Calm,0
BA8667-859381,Dry,VeryWindy,0
BA7372-681969,Dry,Breezy,4
U26461-991690,Dry,Windy,21
BA2166-427438,Dry,Breezy,0
EI1923-219267,Dry,Breezy,0
EI9652-083359,Light,Calm,6
EI723-319258,Heavy,Breezy,2
BA9926-133995,Dry,Breezy,3
EI0642-875379,Dry,Windy,4
U22553-904901,Dry,Windy,0
EI2038-171592,Light,Breezy,0
EI5676-764418,Dry,Windy,4
EI7013-267963,Moderate,Windy,7
U26812-301296,Dry,Windy,2
EI8024-138734,Light,Breezy,24
EI7902-299228,Dry,Breezy,1
U24720-725292,Dry,VeryWindy,35
U2056-581677,Dry,Breezy,9
FR3912-310956,Light,Breezy,17
U2314-415435,Dry,Breezy,9
BA8171-496079,Moderate,VeryWindy,31
EI6492-194759,Light,Breezy,3
U27134-501029,Dry,Breezy,2
EI0519-334729,Light,VeryWindy,34
BA4118-592472,Dry,Windy,0
FR9021-243812,Moderate,Windy,24
EI8151-807932,Light,Breezy,1
EI4593-978603,Dry,Breezy,15
U22063-252802,Dry,Breezy,11
BA2418-608389,Light,Breezy,1
EI171-379844,Dry,VeryWindy,3
U21481-804460,Dry,Windy,4
FR8625-797326,Dry,Calm,1
FR5282-272296,Dry,Breezy,17
EI9890-282836,Dry,Calm,20
FR4564-373739,Dry,Windy,1
EI4041-572067,Moderate,Windy,38
BA8890-877480,Dry,Windy,1
EI2935-473252,Dry,Breezy,39
FR2282-513896,Dry,Calm,10
EI6111-150651,Light,Windy,0
BA5898-223681,Heavy,Calm,4
FR2849-869277,Dry,Calm,2
FR0269-047410,Dry,Breezy,4
EI5076-411064,Light,Calm,6
BA5195-366023,Moderate,Calm,42
U20275-262472,Moderate,Breezy,0
FR9741-930091,Light,Calm,4
EI8639-720191,Dry,Breezy,2
FR6415-726769,Light,Calm,35
U24543-466810,Light,Breezy,16
FR2434-027260,Light,Breezy,3
U26165-879197,Dry,Calm,6
BA9185-947744,Moderate,Breezy,0
FR2333-030511,Dry,Calm,2
BA8581-064782,Moderate,Breezy,0
BA1593-570086,Dry,VeryWindy,9
U20175-928224,Moderate,Breezy,15
EI5553-673119,Moderate,VeryWindy,38
FR2322-373408,Dry,Breezy,3
FR9735-042673,Light,Windy,0
BA6393-435552,Moderate,Windy,21
FR5413-296449,Light,Windy,30
BA459-745222,Moderate,Breezy,11
BA1973-946396,Dry,Windy,8
FR7082-069066,Dry,Breezy,38
U23989-449155,Dry,Windy,22
FR6793-227371,Dry,Calm,1
U27553-860584,Dry,Breezy,2
EI1538-556979,Dry,Calm,2
U28853-981984,Dry,Breezy,6
EI9980-653411,Light,Breezy,3
FR9934-083764,Dry,VeryWindy,6
BA0704-526872,Dry,Breezy,7
BA5648-703099,Dry,Calm,1
BA1150-359783,Light,Breezy,0
U25976-397041,Light,Windy,2
EI2881-648972,Dry,Breezy,2
U23413-650612,Heavy,VeryWindy,35
EI6503-911574,Dry,Windy,21
EI9723-984565,Moderate,Breezy,0
FR2073-333422,Dry,Calm,8
BA6834-336260,Dry,Breezy,5
U26808-242378,Dry,Breezy,4
EI502-729818,Dry,Breezy,5
BA1243-098593,Dry,Breezy,6
FR4792-303996,Dry,Calm,4
BA1072-172188,Moderate,Calm,0
BA3364-908210,Dry,Breezy,6
U29511-513766,Heavy,Breezy,0
FR4782-540333,Light,Breezy,41
BA7108-035447,Dry,Breezy,0
EI6534-585853,Dry,Breezy,6
U27480-727896,Dry,VeryWindy,4
BA5565-948936,Light,Breezy,4
EI8686-147085,Dry,VeryWindy,9
BA6043-176763,Light,Breezy,4
U27716-560163,Moderate,Calm,6
FR9452-302212,Heavy,VeryWindy,28
U22628-769533,Dry,Calm,8
BA7319-782620,Moderate,Breezy,4
EI7021-963832,Dry,Breezy,2
BA3615-657867,Dry,Breezy,0
FR7120-478574,Light,Windy,2
BA2064-594284,Dry,Breezy,4
BA3834-748840,Dry,Calm,0
FR2658-796345,Dry,Calm,3
EI9178-368716,Dry,Windy,4
BA5173-201019,Light,Breezy,23
BA6144-305623,Dry,Calm,27
FR5591-468180,Light,VeryWindy,15
FR5706-482993,Dry,Breezy,5
BA698-302085,Light,Breezy,1
BA8891-803493,Moderate,Windy,4
FR5309-827592,Light,Calm,2
U28988-902876,Dry,Calm,0
EI9022-774396,Dry,Calm,31
EI755-651768,Dry,Breezy,7
BA7067-362659,Dry,Calm,5
EI8111-172419,Dry,Calm,1
U27844-579428,Dry,Calm,7
EI1679-935918,Dry,Windy,5
EI0834-826398,Dry,Breezy,4
BA9862-746651,Dry,Windy,4
U26273-113615,Light,Breezy,0
FR4822-622286,Dry,Windy,0
EI7787-108663,Moderate,Calm,2
FR2527-596124,Light,Calm,21
U27623-459994,Dry,Breezy,2
EI9782-627598,Dry,Breezy,35
FR1145-167256,Light,Breezy,4
U21437-744153,Moderate,Calm,4
FR244-863653,Dry,Windy,2
BA1242-262536,Light,VeryWindy,1
EI6321-880408,Light,Calm,0
U26369-843691,Dry,VeryWindy,32
EI4824-436749,Light,Calm,38
FR1639-723402,Dry,Windy,14
EI7507-382371,Light,VeryWindy,5
BA2542-356881,Light,Calm,4
EI7661-078018,Light,Breezy,4
EI1103-716378,Dry,Breezy,5
BA9391-582945,Dry,Calm,6
U21769-637656,Dry,Calm,0
BA6752-753948,Moderate,Windy,40
BA4510-690068,Light,Windy,0
U26277-718109,Light,Calm,2
U28273-573863,Dry,Breezy,3
BA4452-732923,Light,Windy,0
FR3535-141002,Dry,Calm,0
BA6544-330649,Dry,Breezy,0
FR9350-031818,Dry,Breezy,2
U29931-682520,Light,Windy,8
BA0173-942773,Dry,Windy,0
BA6670-633199,Light,Breezy,47
U28495-501273,Moderate,Calm,0
BA5873-590235,Dry,Windy,2
FR2488-465843,Dry,Windy,15
U24839-023533,Dry,VeryWindy,4
FR6515-514847,Dry,Breezy,7
FR5004-287533,Light,Breezy,0
BA8540-331654,Heavy,Breezy,15
U25743-431342,Light,Calm,5
EI0980-099068,Light,Breezy,2
FR0828-664493,Dry,Windy,26
EI3724-320268,Dry,Breezy,8
U27245-492328,Heavy,Windy,0
FR0840-656422,Moderate,Windy,29
BA4147-787965,Dry,Calm,1
EI8394-494094,Dry,Calm,0
FR1538-082683,Dry,Calm,30
BA3518-662998,Moderate,Calm,3
EI3877-400816,Moderate,Breezy,6
BA0615-435330,Dry,Breezy,8
U28551-105047,Dry,VeryWindy,1
U21520-509276,Moderate,Calm,2
U23068-147893,Light,Calm,6
FR6156-329734,Dry,Breezy,27
FR6896-502226,Dry,Breezy,1
U24172-618781,Light,Calm,36
EI3420-143147,Light,Breezy,10
U25073-045025,Moderate,Breezy,24
FR7238-947847,Light,Calm,6
U25943-361061,Dry,Windy,0
U23990-996868,Dry,Breezy,3
U25093-253216,Light,VeryWindy,0
BA5592-566574,Dry,Windy,0
FR2421-811514,Heavy,Calm,5
EI789-553203,Light,Windy,2
FR4577-126541,Light,Calm,5
EI9514-902166,Dry,Breezy,0
EI2984-746293,Moderate,Breezy,10
EI7667-213029,Dry,Breezy,8
U23543-371277,Dry,Windy,11
EI6851-337898,Moderate,Breezy,36
EI6681-297676,Dry,Breezy,0
EI7827-967486,Dry,Calm,6
U29832-531661,Dry,Breezy,11
FR4902-296541,Light,Calm,8
EI8765-513112,Moderate,VeryWindy,1
U23895-319983,Dry,Calm,30
BA097-972093,Dry,Calm,0
U21712-096873,Moderate,Calm,8
BA2791-740209,Dry,Breezy,4
U23620-758689,Dry,Breezy,6
FR2618-177445,Dry,Windy,42
BA0090-566148,Dry,Calm,6
FR2850-493975,Moderate,Calm,9
BA0825-465462,Dry,Windy,32
FR1909-861254,Dry,Calm,0
BA7091-688764,Dry,Windy,6
BA2611-626216,Moderate,Breezy,2
FR4913-479711,Light,Windy,0
EI2061-589415,Moderate,Windy,9
U27786-759524,Moderate,Calm,0
U24354-305214,Dry,Calm,5
U23858-246196,Light,Calm,2
U29068-298952,Dry,Calm,0
FR5497-018297,Light,Calm,21
FR6093-536476,Light,Windy,5
BA0581-429192,Light,Windy,36
BA2057-873934,Light,Breezy,2
EI3777-331185,Dry,Breezy,0
BA5287-268895,Dry,Calm,1
BA5435-574092,Dry,Breezy,3
BA6323-221635,Dry,Calm,10
BA7578-670592,Heavy,VeryWindy,1
EI6547-492179,Dry,VeryWindy,3
BA7382-522179,Heavy,Breezy,25
EI4233-602708,Moderate,Breezy,6
EI1684-747073,Light,Windy,36
BA2779-494338,Dry,Breezy,7
BA5248-694244,Dry,Windy,3
EI8402-322953,Light,Calm,2
EI2336-916370,Moderate,Calm,3
U21360-290898,Dry,Calm,15
U27286-669451,Dry,Windy,0
EI5130-045442,Dry,Calm,7
FR3189-862544,Heavy,Windy,27
BA2563-694481,Dry,Breezy,24
EI1496-635756,Dry,Breezy,7
EI0949-969834,Light,Windy,7
FR0584-327773,Moderate,Calm,0
FR8437-268086,Heavy,Breezy,4
U25721-668833,Dry,Breezy,0
EI6514-018044,Heavy,Calm,4
EI5145-297971,Dry,Calm,10
FR5935-201943,Dry,VeryWindy,1
FR6762-623589,Light,Calm,9
U29025-267657,Moderate,Calm,1
FR9021-464621,Light,Breezy,2
FR9098-180508,Dry,Windy,36
U22134-103422,Light,Breezy,35
FR2966-371801,Dry,Calm,39
EI5830-102421,Dry,Calm,0
FR582-271889,Dry,VeryWindy,15
EI7449-675282,Light,Breezy,7
BA4939-960389,Dry,Calm,0
EI4430-969357,Dry,Breezy,2
U22637-722594,Dry,Breezy,2
U22716-907607,Light,Windy,20
FR3334-857928,Dry,Calm,9
BA5168-268989,Light,Windy,7
BA2764-290349,Moderate,Calm,10
U28646-465385,Dry,Breezy,1
BA0670-669581,Light,Calm,0
EI2273-101695,Moderate,Breezy,0
EI6722-653211,Dry,Breezy,3
BA7657-662554,Light,Calm,2
EI6227-224340,Heavy,Breezy,3
BA0527-199574,Dry,VeryWindy,0
BA1594-194499,Light,Breezy,0
U21901-548340,Light,Calm,36
EI6978-425791,Dry,Breezy,6
FR4158-370121,Heavy,Breezy,29
EI3101-880052,Light,VeryWindy,30
EI6054-114227,Dry,Calm,10
BA2240-977136,Light,Calm,0
U27859-536011,Moderate,Windy,6
FR6567-966600,Light,VeryWindy,3
EI9276-878390,Light,Calm,2
BA6883-173790,Light,Calm,6
U28112-118888,Light,Breezy,11
U27305-726547,Dry,Breezy,8
U28819-560565,Dry,Calm,0
BA6077-369096,Light,VeryWindy,1
U20554-293643,Light,Breezy,8
BA6512-247398,Light,Calm,6
EI7083-146422,Light,Calm,39
BA4225-131626,Dry,Calm,5
EI7877-110071,Light,Calm,7
U28672-915700,Dry,Breezy,5
EI1285-336827,Dry,Breezy,6
EI8184-597125,Moderate,Breezy,10
U24011-636554,Dry,Breezy,3
U28645-596595,Dry,Calm,3
BA8731-441324,Dry,Breezy,9
BA1626-054837,Light,Breezy,5
EI1854-959603,Dry,Calm,5
BA2746-700354,Dry,Breezy,4
FR6880-621315,Dry,VeryWindy,34
U20376-912561,Moderate,Windy,5
U28737-826651,Dry,Breezy,34
FR9509-941472,Dry,Breezy,0
FR2557-575666,Dry,Breezy,7
U28853-767280,Dry,Windy,6
EI9830-873260,Dry,VeryWindy,7
U28456-625176,Dry,Windy,1
U25269-315931,Light,Breezy,16
FR6305-915388,Moderate,Windy,0
BA6258-356344,Moderate,Calm,28
FR6959-089099,Dry,Breezy,6
EI2664-384417,Dry,VeryWindy,4
BA3600-771585,Moderate,Windy,30
BA9451-555481,Light,Calm,4
FR7277-085255,Dry,Breezy,1
U24375-547570,Light,Breezy,2
EI7542-952269,Light,Breezy,5
