,flight_id,precipitation,wind,dep_delay,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
551,EI303-616923,Moderate,Calm,23,2024-12-21,22:45,23:09,EI,Aer Lingus,EI303,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
552,EI5788-559593,Dry,Windy,3,2024-10-02,12:05,12:52,EI,Aer Lingus,EI5788,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
553,U26706-163560,Moderate,Breezy,22,2024-09-02,09:35,10:27,U2,easyJet,U26706,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
554,FR1108-175609,Light,Calm,6,2024-07-02,16:50,17:52,FR,Ryanair,FR1108,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Regional
555,FR0570-011309,Heavy,Calm,39,2024-07-12,04:00,04:14,FR,Ryanair,FR0570,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Narrowbody
556,EI4615-434391,Light,Windy,6,2024-10-07,06:15,07:15,EI,Aer Lingus,EI4615,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
557,BA3488-631584,Dry,Calm,9,2024-10-07,08:10,09:06,BA,British Airways,BA3488,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
558,U27590-780630,Dry,Windy,4,2024-05-09,00:55,02:00,U2,easyJet,U27590,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
559,BA2248-558604,Dry,Breezy,8,2024-04-28,22:10,23:07,BA,British Airways,BA2248,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
560,FR9016-559481,Dry,Calm,0,2024-01-12,15:45,16:44,FR,Ryanair,FR9016,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
561,BA4075-198411,Dry,Breezy,32,2024-03-14,18:35,19:33,BA,British Airways,BA4075,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Regional
562,FR2285-350353,Dry,Breezy,6,2024-09-12,18:40,19:05,FR,Ryanair,FR2285,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
563,EI5701-876573,Dry,Windy,5,2024-01-05,06:15,06:54,EI,Aer Lingus,EI5701,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
564,EI5193-597700,Dry,Calm,8,2024-12-29,12:25,13:21,EI,Aer Lingus,EI5193,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
565,FR1548-738921,Light,Calm,30,2024-08-23,10:15,10:54,FR,Ryanair,FR1548,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
566,U24192-158368,Light,Windy,0,2024-12-29,06:35,07:01,U2,easyJet,U24192,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
567,FR8880-135765,Dry,Calm,19,2024-08-24,07:40,08:43,FR,Ryanair,FR8880,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody
568,BA3263-701436,Moderate,Calm,4,2024-04-23,14:40,15:46,BA,British Airways,BA3263,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
569,EI3483-477593,Dry,Breezy,0,2024-08-02,07:00,07:16,EI,Aer Lingus,EI3483,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
570,U2785-808329,Dry,Calm,3,2024-04-19,11:45,12:10,U2,easyJet,U2785,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody
571,FR2104-540606,Dry,Calm,5,2024-04-26,18:45,19:43,FR,Ryanair,FR2104,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
572,U23458-868493,Light,Windy,2,2024-04-17,10:50,11:40,U2,easyJet,U23458,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
573,FR8444-710653,Dry,Calm,30,2024-11-04,11:35,12:32,FR,Ryanair,FR8444,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
574,EI7006-717761,Moderate,Windy,4,2024-12-26,02:45,03:46,EI,Aer Lingus,EI7006,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody
575,EI8410-838857,Moderate,Calm,5,2024-09-19,03:20,03:44,EI,Aer Lingus,EI8410,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
576,EI1683-117419,Dry,Breezy,0,2024-05-20,01:30,02:09,EI,Aer Lingus,EI1683,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
577,U24684-524183,Light,Breezy,4,2024-05-19,21:55,22:57,U2,easyJet,U24684,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
578,BA1395-202164,Dry,Calm,7,2024-07-10,13:10,13:38,BA,British Airways,BA1395,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
579,BA4341-593650,Dry,Breezy,2,2024-02-16,20:15,21:24,BA,British Airways,BA4341,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
580,U25685-096276,Dry,Breezy,15,2024-04-14,16:20,16:50,U2,easyJet,U25685,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
581,EI9142-173789,Light,Windy,5,2024-05-01,15:35,16:24,EI,Aer Lingus,EI9142,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Narrowbody
582,FR7781-039857,Light,Breezy,6,2024-07-16,12:55,14:04,FR,Ryanair,FR7781,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
583,FR9896-814166,Heavy,Windy,0,2024-02-18,14:45,15:12,FR,Ryanair,FR9896,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
584,BA1740-156350,Moderate,Breezy,5,2024-01-30,07:05,08:01,BA,British Airways,BA1740,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Narrowbody
585,FR1736-166954,Heavy,Calm,14,2024-09-10,09:15,10:15,FR,Ryanair,FR1736,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
586,U25008-224316,Light,Calm,26,2024-09-20,08:15,09:11,U2,easyJet,U25008,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
587,FR0432-779277,Dry,Calm,0,2024-12-09,04:40,04:56,FR,Ryanair,FR0432,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
588,EI8705-287239,Light,Breezy,26,2024-04-23,09:40,09:56,EI,Aer Lingus,EI8705,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
589,U26928-273366,Light,Windy,0,2024-02-02,07:10,08:18,U2,easyJet,U26928,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
590,BA1810-423962,Moderate,VeryWindy,11,2024-02-06,07:50,08:54,BA,British Airways,BA1810,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
591,FR7604-764651,Moderate,Calm,1,2024-02-05,11:35,12:14,FR,Ryanair,FR7604,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
592,EI365-148103,Dry,Windy,3,2024-06-15,11:25,11:51,EI,Aer Lingus,EI365,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
593,EI544-597648,Heavy,Breezy,0,2024-11-04,00:15,01:16,EI,Aer Lingus,EI544,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
594,BA3931-598082,Dry,VeryWindy,2,2024-05-06,09:35,10:33,BA,British Airways,BA3931,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Narrowbody
595,EI1662-900796,Dry,Breezy,0,2024-07-20,20:25,21:38,EI,Aer Lingus,EI1662,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
596,U21629-819816,Light,Calm,2,2024-06-27,13:50,15:04,U2,easyJet,U21629,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
597,U25296-765953,Dry,Calm,0,2024-02-25,02:15,02:43,U2,easyJet,U25296,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
598,FR7469-241537,Dry,Breezy,6,2024-08-07,04:10,04:26,FR,Ryanair,FR7469,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Narrowbody
599,EI9232-153049,Light,Calm,0,2024-11-18,15:05,15:41,EI,Aer Lingus,EI9232,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
600,U20824-099853,Light,Calm,1,2024-10-04,12:15,13:05,U2,easyJet,U20824,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
601,EI1936-352485,Dry,Windy,35,2024-07-27,09:15,09:42,EI,Aer Lingus,EI1936,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
602,BA3370-632995,Dry,Breezy,4,2024-01-13,11:45,12:45,BA,British Airways,BA3370,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
603,EI6134-450291,Heavy,Windy,21,2024-06-12,16:35,17:40,EI,Aer Lingus,EI6134,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
604,U22971-788336,Light,Breezy,0,2024-04-15,13:40,14:02,U2,easyJet,U22971,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
605,U21790-917989,Dry,Windy,0,2024-05-26,23:00,23:44,U2,easyJet,U21790,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
606,FR6220-037695,Light,Calm,38,2024-07-20,06:35,07:29,FR,Ryanair,FR6220,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
607,EI4101-582069,Dry,Calm,7,2024-10-24,14:35,15:30,EI,Aer Lingus,EI4101,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
608,BA7913-705663,Dry,Calm,0,2024-11-30,12:55,14:07,BA,British Airways,BA7913,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
609,BA3610-527849,Dry,Windy,38,2024-06-09,11:05,12:09,BA,British Airways,BA3610,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
610,FR8121-374642,Dry,Windy,0,2024-04-22,22:40,22:57,FR,Ryanair,FR8121,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
611,BA9875-800823,Dry,Breezy,4,2024-10-10,20:50,21:51,BA,British Airways,BA9875,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
612,EI5312-976830,Dry,Breezy,2,2024-11-17,10:00,10:48,EI,Aer Lingus,EI5312,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
613,FR1451-113271,Light,Breezy,2,2024-03-12,18:55,20:09,FR,Ryanair,FR1451,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
614,FR4492-424833,Light,Calm,1,2024-01-31,08:50,09:54,FR,Ryanair,FR4492,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
615,EI5898-360854,Dry,Calm,0,2024-08-28,09:20,10:21,EI,Aer Lingus,EI5898,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
616,EI0472-573476,Dry,Windy,6,2024-01-19,12:10,13:10,EI,Aer Lingus,EI0472,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Regional
617,BA2205-497579,Heavy,VeryWindy,12,2024-10-01,06:35,07:28,BA,British Airways,BA2205,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
618,U22582-975985,Dry,Windy,24,2024-06-14,20:05,20:45,U2,easyJet,U22582,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
619,EI2529-329683,Light,Windy,2,2024-06-13,08:55,09:25,EI,Aer Lingus,EI2529,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
620,EI2019-577154,Dry,Windy,7,2024-03-27,18:30,19:13,EI,Aer Lingus,EI2019,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
621,EI7795-165002,Dry,Windy,27,2024-11-24,04:25,05:38,EI,Aer Lingus,EI7795,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
622,U29583-463922,Dry,Breezy,0,2024-04-26,12:35,13:29,U2,easyJet,U29583,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
623,FR1034-328890,Dry,Breezy,0,2024-05-31,10:10,11:12,FR,Ryanair,FR1034,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
624,U27702-785679,Dry,VeryWindy,15,2024-03-12,13:05,14:12,U2,easyJet,U27702,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
625,FR3128-902271,Dry,Calm,10,2024-04-21,10:40,11:53,FR,Ryanair,FR3128,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Widebody
626,U25807-759232,Light,VeryWindy,0,2024-11-08,12:00,12:28,U2,easyJet,U25807,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
627,U25835-391385,Dry,Windy,27,2024-05-10,18:05,19:07,U2,easyJet,U25835,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
628,FR5227-663930,Light,Windy,8,2024-09-04,05:40,06:06,FR,Ryanair,FR5227,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
629,BA9389-577432,Dry,Windy,2,2024-03-30,07:15,08:24,BA,British Airways,BA9389,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
630,BA809-047653,Dry,Breezy,1,2024-01-07,02:55,03:59,BA,British Airways,BA809,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Narrowbody
631,FR4634-299639,Moderate,Calm,15,2024-11-12,05:55,06:17,FR,Ryanair,FR4634,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
632,FR8517-923139,Dry,Calm,25,2024-07-14,06:00,07:01,FR,Ryanair,FR8517,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
633,U2711-905431,Moderate,Breezy,5,2024-08-29,20:20,20:46,U2,easyJet,U2711,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
634,FR3185-087457,Light,Windy,0,2024-12-08,16:00,17:03,FR,Ryanair,FR3185,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
635,U28108-932538,Light,Windy,4,2024-04-04,16:50,17:44,U2,easyJet,U28108,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
636,BA8688-484258,Light,Calm,25,2024-08-05,15:40,16:51,BA,British Airways,BA8688,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
637,BA1013-847514,Heavy,Breezy,0,2024-03-14,01:35,02:10,BA,British Airways,BA1013,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
638,BA499-110416,Dry,Calm,6,2024-09-14,13:35,14:35,BA,British Airways,BA499,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
639,U21928-705367,Dry,Breezy,1,2024-12-10,19:45,20:37,U2,easyJet,U21928,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
640,FR0316-500694,Dry,Calm,2,2024-07-17,20:30,21:29,FR,Ryanair,FR0316,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
641,BA6418-649242,Moderate,Breezy,3,2024-12-28,02:10,02:59,BA,British Airways,BA6418,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Narrowbody
642,BA7205-478209,Light,Calm,5,2024-03-02,12:15,12:31,BA,British Airways,BA7205,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
643,FR3150-927520,Dry,Calm,47,2024-05-20,07:00,08:05,FR,Ryanair,FR3150,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
644,U23367-406597,Heavy,Calm,6,2024-01-27,17:35,18:17,U2,easyJet,U23367,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
645,U25091-013833,Dry,Windy,4,2024-10-12,12:25,13:13,U2,easyJet,U25091,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
646,FR5624-237752,Dry,Calm,7,2024-03-20,10:55,11:29,FR,Ryanair,FR5624,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
647,FR8766-820511,Dry,Calm,38,2024-04-16,14:40,15:44,FR,Ryanair,FR8766,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
648,BA7297-764527,Dry,Calm,7,2024-07-24,01:30,02:02,BA,British Airways,BA7297,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
649,EI9445-080460,Moderate,Calm,5,2024-05-27,15:15,15:49,EI,Aer Lingus,EI9445,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
650,BA9258-978837,Dry,Calm,7,2024-05-14,10:25,10:49,BA,British Airways,BA9258,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
651,BA8744-556877,Moderate,Calm,5,2024-09-03,14:35,15:13,BA,British Airways,BA8744,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
652,FR9477-395727,Dry,Windy,3,2024-06-27,20:25,21:30,FR,Ryanair,FR9477,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
653,BA6177-668163,Dry,Windy,2,2024-02-09,14:40,15:44,BA,British Airways,BA6177,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
654,EI7614-580931,Dry,Breezy,15,2024-03-08,22:25,23:30,EI,Aer Lingus,EI7614,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Widebody
655,U23307-661210,Moderate,Breezy,4,2024-08-14,17:55,18:53,U2,easyJet,U23307,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
656,BA3482-215509,Dry,Breezy,3,2024-06-01,16:30,17:09,BA,British Airways,BA3482,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
657,EI2843-269931,Moderate,Windy,3,2024-08-09,16:40,17:15,EI,Aer Lingus,EI2843,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
658,U23999-773685,Dry,Windy,15,2024-01-15,02:10,02:43,U2,easyJet,U23999,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
659,FR6244-266655,Moderate,Windy,6,2024-08-23,04:25,05:06,FR,Ryanair,FR6244,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Narrowbody
660,FR7668-841399,Moderate,Breezy,0,2024-04-27,00:05,01:08,FR,Ryanair,FR7668,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
661,EI0933-946684,Dry,Calm,4,2024-10-14,18:30,19:20,EI,Aer Lingus,EI0933,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
662,U21041-318201,Light,Breezy,6,2024-04-21,02:10,02:24,U2,easyJet,U21041,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
663,EI0613-039817,Moderate,Breezy,3,2024-01-11,23:45,00:37,EI,Aer Lingus,EI0613,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
664,U24835-862384,Dry,Windy,11,2024-02-01,17:10,18:02,U2,easyJet,U24835,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
665,FR4803-173946,Moderate,Breezy,32,2024-02-25,18:00,19:14,FR,Ryanair,FR4803,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
666,EI2466-167474,Light,Calm,0,2024-11-09,22:05,23:14,EI,Aer Lingus,EI2466,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
667,BA520-346416,Dry,Calm,8,2024-09-04,01:20,02:30,BA,British Airways,BA520,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
668,FR943-806026,Heavy,Windy,28,2024-12-13,03:55,04:40,FR,Ryanair,FR943,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
669,EI2209-238272,Heavy,Breezy,2,2024-08-04,14:55,15:49,EI,Aer Lingus,EI2209,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
670,U23384-784525,Dry,Calm,5,2024-08-25,07:55,08:59,U2,easyJet,U23384,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
671,BA4673-272938,Light,Windy,0,2024-11-23,15:55,16:25,BA,British Airways,BA4673,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody
672,EI7322-706082,Dry,Calm,9,2024-11-30,21:30,22:36,EI,Aer Lingus,EI7322,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
673,BA4954-739431,Light,Calm,0,2024-01-17,10:10,11:07,BA,British Airways,BA4954,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
674,FR5749-613992,Dry,Breezy,5,2024-07-12,22:20,23:26,FR,Ryanair,FR5749,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Regional
675,BA3960-431953,Light,Breezy,6,2024-10-14,15:30,16:38,BA,British Airways,BA3960,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
676,EI6693-962960,Dry,Windy,19,2024-08-22,17:05,18:10,EI,Aer Lingus,EI6693,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
677,U23896-292646,Moderate,Windy,31,2024-01-30,13:55,14:31,U2,easyJet,U23896,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
678,BA9738-632023,Dry,Calm,0,2024-07-22,11:50,12:05,BA,British Airways,BA9738,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
679,U28895-105581,Dry,Breezy,5,2024-12-27,22:05,23:07,U2,easyJet,U28895,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
680,BA3122-699784,Dry,Breezy,4,2024-10-08,17:35,18:20,BA,British Airways,BA3122,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
681,U28634-508473,Dry,Windy,42,2024-05-29,18:00,19:04,U2,easyJet,U28634,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Narrowbody
682,EI0331-395896,Dry,Windy,7,2024-05-29,03:00,04:05,EI,Aer Lingus,EI0331,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
683,BA2105-826481,Light,Calm,5,2024-04-30,16:05,17:14,BA,British Airways,BA2105,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
684,FR7905-204308,Moderate,Breezy,3,2024-05-25,01:30,02:34,FR,Ryanair,FR7905,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
685,BA2250-121815,Dry,VeryWindy,34,2024-02-06,10:15,11:17,BA,British Airways,BA2250,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
686,EI3767-818613,Dry,Windy,0,2024-09-03,01:35,02:34,EI,Aer Lingus,EI3767,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
