,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure
688,U22165-414929,Dry,Breezy,10,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-10-11 16:44:00
689,U22271-714915,Dry,Calm,12,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-09-27 12:27:00
690,U25629-149175,Dry,Very Windy,0,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-06-13 13:28:00
691,EI9453-811029,Dry,Windy,5,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-05-30 15:58:00
692,U29649-707523,Light,Windy,32,easyJet,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-05-03 19:45:00
693,FR4685-043078,Moderate,Calm,11,Ryanair,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Regional,2024-04-02 23:58:00
694,EI940-621879,Dry,Calm,5,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-03-31 23:21:00
695,EI8637-074545,Light,Breezy,19,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-12-18 13:39:00
696,BA8308-200511,Dry,Breezy,9,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-02-23 14:57:00
697,U23288-527291,Dry,Breezy,28,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-10-26 09:19:00
698,EI2620-496805,Dry,Breezy,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-01-16 21:44:00
699,U27597-647286,Moderate,Windy,35,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-02-25 11:12:00
700,FR4590-301325,Light,Windy,25,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-01-03 21:10:00
701,FR6854-052580,Dry,Windy,0,Ryanair,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-03-09 12:14:00
702,U26977-524448,Light,Breezy,0,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-10-05 10:04:00
703,FR1034-492773,Dry,Windy,1,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-09-09 18:15:00
704,BA5533-061376,Dry,Windy,3,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-03-12 19:12:00
705,BA641-966952,Heavy,Breezy,43,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-01-01 21:20:00
706,U24171-587452,Light,Breezy,57,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-10-27 07:58:00
707,EI3123-038677,Moderate,Breezy,0,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-07-18 19:46:00
708,U22626-990053,Dry,Breezy,7,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-08-13 21:21:00
709,U20589-515003,Dry,Windy,22,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-03-01 14:22:00
710,U21156-956050,Dry,Breezy,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-01-31 22:53:00
711,BA1892-688713,Dry,Windy,5,British Airways,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-10-04 15:21:00
712,EI0391-644266,Dry,Very Windy,23,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-04-06 17:21:00
713,EI4474-102056,Dry,Windy,3,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-05-25 10:43:00
714,BA8264-045038,Dry,Calm,8,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-06-19 12:15:00
715,BA7971-482980,Light,Windy,4,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-03-12 14:53:00
716,EI3444-070195,Dry,Calm,0,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-04-20 17:27:00
717,U29067-038604,Dry,Windy,2,easyJet,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-08-16 17:11:00
718,FR2314-074439,Moderate,Breezy,6,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-03-09 07:38:00
719,FR1199-008467,Dry,Calm,9,Ryanair,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-08-02 05:26:00
720,BA6806-275817,Dry,Very Windy,24,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-11-15 05:08:00
721,EI8831-257603,Dry,Very Windy,7,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Regional,2024-08-31 08:41:00
722,U23656-939889,Dry,Breezy,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-11-14 19:26:00
723,FR4121-676652,Dry,Breezy,31,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-12-09 09:55:00
724,U22018-026192,Dry,Calm,9,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-07-30 16:34:00
725,BA4030-439944,Moderate,Breezy,20,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-04-29 10:23:00
726,EI164-916511,Dry,Windy,22,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-03-06 19:21:00
727,BA5258-606338,Dry,Breezy,6,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-05-28 10:37:00
728,BA9255-841212,Dry,Calm,5,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-11-20 08:51:00
729,FR019-917062,Light,Calm,27,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-10-14 22:25:00
730,FR7728-061625,Moderate,Calm,37,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-07-07 16:44:00
731,EI9370-595144,Moderate,Calm,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-07-15 21:29:00
732,U26933-102990,Dry,Breezy,7,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-01-10 17:11:00
733,U25219-006921,Moderate,Windy,18,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-12-26 10:13:00
734,U26081-850116,Dry,Windy,5,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-04-17 09:00:00
735,BA4674-965326,Heavy,Calm,25,British Airways,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-08-16 02:06:00
736,BA4423-210393,Dry,Breezy,2,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Regional,2024-09-12 14:23:00
737,FR5265-407188,Moderate,Calm,4,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-09-03 22:28:00
738,U23626-269640,Dry,Breezy,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-09-24 00:15:00
739,U26812-590223,Moderate,Breezy,15,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-04-08 08:49:00
740,U20231-394289,Dry,Windy,35,easyJet,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-12-29 20:36:00
741,BA9274-545699,Moderate,Breezy,10,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-10-20 06:00:00
742,U22935-685192,Dry,Windy,0,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-05-26 09:02:00
743,EI1606-793451,Dry,Windy,35,Aer Lingus,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-02-15 23:29:00
744,U21101-054147,Light,Breezy,1,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-08-23 17:36:00
745,FR6656-681651,Dry,Breezy,3,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-09-20 14:02:00
746,BA3519-285177,Light,Windy,1,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-01-16 16:24:00
747,U27967-169073,Light,Calm,0,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-06-18 22:19:00
748,EI2826-152761,Dry,Windy,43,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Widebody,2024-11-11 18:20:00
749,EI1844-740217,Dry,Very Windy,6,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-12-03 07:43:00
750,BA5172-812227,Light,Calm,4,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-09-05 20:13:00
751,U20176-415532,Moderate,Windy,15,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-06-08 04:05:00
752,U21150-245409,Moderate,Calm,0,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-03-18 22:27:00
753,FR2010-116456,Dry,Calm,5,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-08-18 12:11:00
754,U25666-594292,Moderate,Calm,0,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-06-27 22:46:00
755,FR3905-697250,Moderate,Windy,32,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-09-17 05:15:00
756,EI8275-730321,Light,Breezy,3,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-02-21 08:00:00
757,FR786-765644,Dry,Windy,26,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-01-24 21:02:00
758,FR4316-305706,Dry,Breezy,8,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-11-18 11:24:00
759,U23069-624083,Dry,Calm,0,easyJet,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-04-05 15:56:00
760,EI6654-112399,Dry,Breezy,1,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-04-23 15:26:00
761,U2948-504913,Light,Calm,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-06-17 12:17:00
762,FR1410-384129,Dry,Calm,6,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-03-25 07:13:00
763,FR1490-012711,Dry,Windy,0,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-04-02 14:50:00
764,EI7079-376459,Light,Very Windy,27,Aer Lingus,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-02-11 08:45:00
765,BA9102-666730,Dry,Calm,0,British Airways,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Regional,2024-08-21 12:08:00
766,EI1613-179712,Moderate,Breezy,9,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-01-19 16:33:00
767,BA8597-598412,Dry,Calm,4,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-07-11 07:52:00
768,U26417-531117,Dry,Calm,1,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-01-01 10:06:00
769,BA4123-135130,Light,Breezy,3,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-02-26 07:41:00
770,EI4671-030340,Moderate,Breezy,6,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-09-25 09:10:00
771,BA8786-721714,Dry,Calm,0,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-10-04 22:06:00
772,BA7157-910292,Dry,Calm,32,British Airways,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-06-23 09:24:00
773,U23591-797584,Dry,Windy,3,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-08-25 03:17:00
774,FR3956-085649,Light,Breezy,4,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-01-01 20:01:00
775,EI8941-123920,Dry,Breezy,2,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-02-07 10:35:00
776,FR5526-448862,Dry,Windy,10,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-06-25 06:43:00
777,U25767-371491,Dry,Very Windy,12,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-09-13 16:16:00
778,BA0703-828044,Dry,Breezy,5,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-08-28 13:55:00
779,U29325-467566,Dry,Calm,9,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-08-14 11:39:00
780,FR4694-998963,Dry,Breezy,6,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-04-18 14:55:00
781,FR243-826839,Dry,Breezy,3,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-07-12 16:48:00
782,BA1826-029346,Light,Breezy,1,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-10-01 10:58:00
783,U21106-254375,Dry,Breezy,10,easyJet,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-05-04 10:52:00
784,BA8682-789564,Moderate,Windy,25,British Airways,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-12-05 22:37:00
785,FR7787-508521,Light,Breezy,15,Ryanair,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Widebody,2024-09-29 10:46:00
786,U27042-131945,Heavy,Windy,29,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-01-09 20:00:00
787,U24473-430146,Light,Breezy,4,easyJet,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-03-20 16:59:00
788,BA9888-004270,Light,Windy,2,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-07-21 19:39:00
789,EI7103-205923,Dry,Very Windy,0,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-11-10 01:37:00
790,U25791-579230,Dry,Windy,3,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-03-09 14:00:00
791,EI8023-565834,Moderate,Calm,10,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-09-09 10:42:00
792,U20861-830817,Heavy,Breezy,3,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-04-04 18:27:00
793,EI906-124884,Dry,Breezy,7,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-07-18 18:56:00
794,U21277-736961,Dry,Calm,6,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-06-14 07:21:00
795,EI1208-497704,Dry,Calm,2,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-11-11 07:07:00
796,FR834-806749,Light,Windy,2,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-04-28 11:24:00
797,FR5474-086765,Dry,Windy,7,Ryanair,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-11-01 12:06:00
798,U24678-952467,Dry,Calm,0,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-07-25 11:54:00
799,FR9400-726353,Dry,Breezy,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-03-28 10:39:00
800,BA9455-225982,Dry,Windy,0,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-01-02 12:21:00
801,EI3027-260155,Moderate,Windy,8,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-10-26 11:18:00
802,FR4289-892629,Moderate,Calm,19,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-05-05 21:37:00
803,EI805-319243,Light,Breezy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-02-21 23:10:00
804,EI2454-290321,Light,Calm,26,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-09-02 19:01:00
805,EI9868-658177,Dry,Breezy,5,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-07-05 16:34:00
806,BA8442-442332,Dry,Breezy,0,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-05-07 20:02:00
807,EI4387-558921,Light,Breezy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-12-05 00:28:00
808,BA7617-425822,Moderate,Windy,29,British Airways,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-12-12 14:23:00
809,FR5612-682987,Dry,Windy,9,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-08-27 01:53:00
810,U27575-167700,Dry,Windy,5,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-04-26 02:30:00
811,BA0167-074592,Light,Calm,1,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-07-07 13:36:00
812,BA5655-411401,Dry,Breezy,4,British Airways,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Regional,2024-06-11 15:24:00
813,BA1556-865592,Dry,Calm,42,British Airways,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-10-08 02:31:00
814,EI4010-533371,Dry,Windy,1,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-02-17 19:04:00
815,FR4957-736355,Light,Calm,1,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-08-01 22:16:00
816,FR9264-327811,Dry,Calm,0,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-12-03 19:31:00
817,FR9001-151936,Light,Windy,2,Ryanair,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-12-16 21:03:00
818,EI5267-243334,Moderate,Windy,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-10-05 20:23:00
819,U27079-283430,Light,Breezy,5,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Regional,2024-10-12 13:41:00
820,EI3235-666964,Dry,Breezy,3,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-10-08 01:55:00
821,BA2663-339627,Light,Calm,8,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-06-17 04:46:00
822,FR4443-322058,Light,Very Windy,3,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-07-17 22:30:00
823,U28144-334104,Light,Windy,7,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-07-29 02:15:00
824,U2777-440787,Light,Breezy,5,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-05-10 03:52:00
825,BA3288-905993,Dry,Very Windy,3,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-01-02 23:18:00
826,FR7549-947420,Light,Calm,2,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-07-29 22:17:00
827,U20376-528171,Dry,Breezy,1,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-08-17 16:27:00
828,BA3338-601953,Dry,Calm,8,British Airways,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-02-06 09:05:00
829,U22133-879726,Dry,Calm,4,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Regional,2024-06-24 20:02:00
830,EI1388-351963,Light,Breezy,8,Aer Lingus,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-03-08 15:49:00
831,BA917-672809,Dry,Breezy,6,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-03-12 19:08:00
832,BA8805-883599,Light,Breezy,17,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-11-23 14:37:00
833,BA6499-203085,Dry,Windy,1,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-10-26 14:13:00
834,EI3260-227448,Moderate,Windy,3,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-12-18 16:02:00
835,FR6184-426115,Dry,Breezy,2,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-03-29 08:36:00
836,U2349-156151,Light,Breezy,24,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-07-26 08:38:00
837,BA1919-649392,Dry,Windy,8,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-11-29 11:04:00
838,BA2560-436783,Light,Breezy,0,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-11-23 02:58:00
839,FR1670-873272,Light,Calm,21,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-10-23 21:08:00
840,FR3090-999921,Moderate,Breezy,6,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-02-14 21:36:00
841,U25669-993664,Dry,Breezy,1,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-02-02 09:32:00
842,U25890-206893,Dry,Calm,4,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-01-10 07:00:00
843,U21369-681224,Dry,Calm,7,easyJet,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-06-24 22:11:00
844,EI4122-972823,Light,Calm,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-11-11 10:09:00
845,EI5053-639217,Dry,Breezy,0,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-07-22 12:46:00
846,BA7756-217359,Light,Calm,9,British Airways,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-06-22 00:53:00
847,BA9441-669650,Dry,Very Windy,9,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-10-24 10:14:00
848,EI1930-742278,Dry,Windy,0,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-06-18 13:15:00
849,EI0361-544884,Dry,Windy,0,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-04-27 18:48:00
850,FR9620-894078,Moderate,Windy,34,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-12-19 16:00:00
851,EI4183-875474,Heavy,Breezy,4,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-04-26 21:09:00
852,BA109-800836,Dry,Breezy,0,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-10-18 05:51:00
853,BA5197-683418,Moderate,Calm,2,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-02-07 22:06:00
